game_id,season,week,gameday,away_team,home_team,home_score,away_score,result,home_win_actual,incumbent_home_win_prob,predicted_winner,confidence_bucket,model_version,feature_set,calibration_method,caution_qb_change,caution_neutral,caution_early_season,caution_missing_features,caution_model_market_disagreement,market_model_diff,market_prob_diagnostic,market_minus_model_diagnostic,qb_change_flag,game_type,roof,surface,weekday,div_game,log_loss,brier,correct,actual_winner,is_favorite_correct,is_underdog_correct
2024_09_HOU_NYJ,2024,9,2024-10-31,HOU,NYJ,21,13,8,1.0,0.2860746058674144,HOU,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,1,0.286,0.5721,0.286,0,REG,outdoors,fieldturf,Thursday,0,1.2515,0.5097,0,NYJ,0,0
2024_02_ATL_PHI,2024,2,2024-09-16,ATL,PHI,21,22,-1,0.0,0.7040063980401633,PHI,70-80,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,-0.0082,0.6958,-0.0082,0,REG,outdoors,grass,Monday,0,1.2174,0.4956,0,ATL,0,0
2024_03_DEN_TB,2024,3,2024-09-22,DEN,TB,7,26,-19,0.0,0.6982060426722895,TB,65-70,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,-0.0177,0.6806,-0.0177,0,REG,outdoors,grass,Sunday,0,1.198,0.4875,0,DEN,0,0
2024_18_CAR_ATL,2024,18,2025-01-05,CAR,ATL,38,44,-6,0.0,0.6945333515736997,ATL,65-70,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0655,0.76,0.0655,0,REG,closed,fieldturf,Sunday,1,1.1859,0.4824,0,CAR,0,0
2024_01_NE_CIN,2024,1,2024-09-08,NE,CIN,10,16,-6,0.0,0.6902624319114213,CIN,65-70,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.0669,0.7572,0.0669,0,REG,outdoors,fieldturf,Sunday,0,1.172,0.4765,0,NE,0,0
2024_10_ATL_NO,2024,10,2024-11-10,ATL,NO,20,17,3,1.0,0.3175387685514296,ATL,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0515,0.3691,0.0515,0,REG,dome,sportturf,Sunday,1,1.1472,0.4658,0,NO,0,0
2024_05_NYG_SEA,2024,5,2024-10-06,NYG,SEA,20,29,-9,0.0,0.6821725317996098,SEA,65-70,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0436,0.7258,0.0436,0,REG,outdoors,fieldturf,Sunday,0,1.1462,0.4654,0,NYG,0,0
2024_02_NO_DAL,2024,2,2024-09-15,NO,DAL,19,44,-25,0.0,0.6812580739332642,DAL,65-70,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.0323,0.7136,0.0323,0,REG,closed,matrixturf,Sunday,0,1.1434,0.4641,0,NO,0,0
2024_10_MIA_LA,2024,10,2024-11-11,MIA,LA,15,23,-8,0.0,0.6779345675740361,LA,65-70,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,-0.1144,0.5635,-0.1144,0,REG,dome,matrixturf,Monday,0,1.133,0.4596,0,MIA,0,0
2024_16_ARI_CAR,2024,16,2024-12-22,ARI,CAR,36,30,6,1.0,0.3239477127969706,ARI,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,-0.0045,0.3194,-0.0045,0,REG,outdoors,grass,Sunday,0,1.1272,0.457,0,CAR,0,0
2024_16_PHI_WAS,2024,16,2024-12-22,PHI,WAS,36,33,3,1.0,0.3255316558424444,PHI,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.017,0.3425,0.017,0,REG,outdoors,grass,Sunday,1,1.1223,0.4549,0,WAS,0,0
2024_14_BUF_LA,2024,14,2024-12-08,BUF,LA,44,42,2,1.0,0.3262344413886931,BUF,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0428,0.3691,0.0428,0,REG,dome,matrixturf,Sunday,0,1.1201,0.454,0,LA,0,0
2024_06_LAC_DEN,2024,6,2024-10-13,LAC,DEN,16,23,-7,0.0,0.6690164665469537,DEN,65-70,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,1,-0.252,0.417,-0.252,0,REG,outdoors,grass,Sunday,1,1.1057,0.4476,0,LAC,0,0
2024_15_WAS_NO,2024,15,2024-12-15,WAS,NO,19,20,-1,0.0,0.6685732647152951,NO,65-70,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),1,0,0,0,1,-0.4258,0.2428,-0.4258,1,REG,dome,sportturf,Sunday,0,1.1043,0.447,0,WAS,0,0
2024_02_TB_DET,2024,2,2024-09-15,TB,DET,16,20,-4,0.0,0.6595618352498209,DET,65-70,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.0976,0.7572,0.0976,0,REG,dome,fieldturf,Sunday,0,1.0775,0.435,0,TB,0,0
2024_11_SEA_SF,2024,11,2024-11-17,SEA,SF,17,20,-3,0.0,0.6593090304324308,SF,65-70,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0365,0.6958,0.0365,0,REG,outdoors,grass,Sunday,1,1.0768,0.4347,0,SEA,0,0
2024_03_PHI_NO,2024,3,2024-09-22,PHI,NO,12,15,-3,0.0,0.6545445038282873,NO,65-70,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,-0.0911,0.5635,-0.0911,0,REG,dome,sportturf,Sunday,0,1.0629,0.4284,0,PHI,0,0
2024_10_NE_CHI,2024,10,2024-11-10,NE,CHI,3,19,-16,0.0,0.6510441411684497,CHI,65-70,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0825,0.7335,0.0825,0,REG,outdoors,grass,Sunday,0,1.0528,0.4239,0,NE,0,0
2024_03_NYG_CLE,2024,3,2024-09-22,NYG,CLE,15,21,-6,0.0,0.6451724697469648,CLE,60-65,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.055,0.7002,0.055,0,REG,outdoors,grass,Sunday,0,1.0361,0.4162,0,NYG,0,0
2024_15_BUF_DET,2024,15,2024-12-15,BUF,DET,42,48,-6,0.0,0.6448302709428613,DET,60-65,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,-0.1021,0.5427,-0.1021,0,REG,dome,fieldturf,Sunday,0,1.0352,0.4158,0,BUF,0,0
2024_02_LA_ARI,2024,2,2024-09-15,LA,ARI,41,10,31,1.0,0.3616245418721623,LA,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.134,0.4957,0.134,0,REG,closed,grass,Sunday,1,1.0171,0.4075,0,ARI,0,0
2024_03_WAS_CIN,2024,3,2024-09-23,WAS,CIN,33,38,-5,0.0,0.6335125612458178,CIN,60-65,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.1143,0.7478,0.1143,0,REG,outdoors,fieldturf,Monday,0,1.0038,0.4013,0,WAS,0,0
2024_03_SF_LA,2024,3,2024-09-22,SF,LA,27,24,3,1.0,0.3670504070784797,SF,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,-0.0578,0.3092,-0.0578,0,REG,dome,matrixturf,Sunday,1,1.0023,0.4006,0,LA,0,0
2024_04_PIT_IND,2024,4,2024-09-29,PIT,IND,27,24,3,1.0,0.3682990926746201,PIT,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.089,0.4573,0.089,0,REG,closed,fieldturf,Sunday,0,0.9989,0.399,0,IND,0,0
2024_02_LV_BAL,2024,2,2024-09-15,LV,BAL,23,26,-3,0.0,0.6298116807855746,BAL,60-65,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,1,0.1569,0.7867,0.1569,0,REG,outdoors,grass,Sunday,0,0.9937,0.3967,0,LV,0,0
2024_02_NYG_WAS,2024,2,2024-09-15,NYG,WAS,21,18,3,1.0,0.3959208753599938,NYG,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.1365,0.5325,0.1365,0,REG,outdoors,grass,Sunday,1,0.9265,0.3649,0,WAS,0,0
2024_08_NYJ_NE,2024,8,2024-10-27,NYJ,NE,25,22,3,1.0,0.3987488461161567,NYJ,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,-0.1208,0.2779,-0.1208,0,REG,outdoors,fieldturf,Sunday,1,0.9194,0.3615,0,NE,0,0
2024_08_ATL_TB,2024,8,2024-10-27,ATL,TB,26,31,-5,0.0,0.5949622914431475,TB,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,-0.121,0.4739,-0.121,0,REG,outdoors,grass,Sunday,1,0.9038,0.354,0,ATL,0,0
2024_09_WAS_NYG,2024,9,2024-11-03,WAS,NYG,22,27,-5,0.0,0.5914008785553704,NYG,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),1,0,0,0,1,-0.2489,0.3425,-0.2489,1,REG,outdoors,fieldturf,Sunday,1,0.895,0.3498,0,WAS,0,0
2024_07_LAC_ARI,2024,7,2024-10-21,LAC,ARI,17,15,2,1.0,0.4113383919002507,LAC,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0626,0.4739,0.0626,0,REG,closed,grass,Monday,0,0.8883,0.3465,0,ARI,0,0
2024_04_BUF_BAL,2024,4,2024-09-29,BUF,BAL,35,10,25,1.0,0.4151563014546845,BUF,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.1363,0.5514,0.1363,0,REG,outdoors,grass,Sunday,0,0.8791,0.342,0,BAL,0,0
2024_18_SEA_LA,2024,18,2025-01-05,SEA,LA,25,30,-5,0.0,0.584055321020148,LA,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),1,0,0,0,1,-0.3349,0.2492,-0.3349,1,REG,dome,matrixturf,Sunday,1,0.8772,0.3411,0,SEA,0,0
2024_04_TEN_MIA,2024,4,2024-09-30,TEN,MIA,12,31,-19,0.0,0.5830455116508054,MIA,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),1,0,1,0,0,-0.0316,0.5514,-0.0316,1,REG,outdoors,grass,Monday,0,0.8748,0.3399,0,TEN,0,0
2024_14_CIN_DAL,2024,14,2024-12-09,CIN,DAL,20,27,-7,0.0,0.5828493665425758,DAL,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,1,-0.2519,0.331,-0.2519,0,REG,closed,matrixturf,Monday,0,0.8743,0.3397,0,CIN,0,0
2024_16_DEN_LAC,2024,16,2024-12-19,DEN,LAC,34,27,7,1.0,0.4181316648964968,DEN,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,1,0.1539,0.5721,0.1539,0,REG,dome,matrixturf,Thursday,1,0.872,0.3386,0,LAC,0,0
2024_05_TB_ATL,2024,5,2024-10-03,TB,ATL,36,30,6,1.0,0.4209325266628742,TB,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.1426,0.5635,0.1426,0,REG,closed,fieldturf,Thursday,1,0.8653,0.3353,0,ATL,0,0
2024_04_NO_ATL,2024,4,2024-09-29,NO,ATL,26,24,2,1.0,0.4216956217362804,NO,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.1418,0.5635,0.1418,0,REG,closed,fieldturf,Sunday,1,0.8635,0.3344,0,ATL,0,0
2024_04_DEN_NYJ,2024,4,2024-09-29,DEN,NYJ,9,10,-1,0.0,0.5769649085798105,NYJ,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,1,0.1999,0.7768,0.1999,0,REG,outdoors,fieldturf,Sunday,0,0.8603,0.3329,0,DEN,0,0
2024_05_BUF_HOU,2024,5,2024-10-06,BUF,HOU,23,20,3,1.0,0.4250838682486806,BUF,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0923,0.5174,0.0923,0,REG,closed,astroturf,Sunday,0,0.8555,0.3305,0,HOU,0,0
2024_17_MIA_CLE,2024,17,2024-12-29,MIA,CLE,3,20,-17,0.0,0.573791950967656,CLE,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),1,0,0,0,1,-0.1775,0.3962,-0.1775,1,REG,outdoors,grass,Sunday,0,0.8528,0.3292,0,MIA,0,0
2024_07_SEA_ATL,2024,7,2024-10-20,SEA,ATL,14,34,-20,0.0,0.5736400046152492,ATL,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0197,0.5934,0.0197,0,REG,closed,fieldturf,Sunday,0,0.8525,0.3291,0,SEA,0,0
2024_04_LA_CHI,2024,4,2024-09-29,LA,CHI,24,18,6,1.0,0.4288966428579993,LA,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,1,0.1645,0.5934,0.1645,0,REG,outdoors,grass,Sunday,0,0.8465,0.3262,0,CHI,0,0
2024_08_MIN_LA,2024,8,2024-10-24,MIN,LA,30,20,10,1.0,0.4306949008446565,MIN,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,-0.0137,0.417,-0.0137,0,REG,dome,matrixturf,Thursday,0,0.8424,0.3241,0,LA,0,0
2024_17_LV_NO,2024,17,2024-12-29,LV,NO,10,25,-15,0.0,0.568202359901028,NO,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,-0.1007,0.4675,-0.1007,0,REG,dome,sportturf,Sunday,0,0.8398,0.3229,0,LV,0,0
2024_19_LAC_HOU,2024,19,2025-01-11,LAC,HOU,32,12,20,1.0,0.4368710853072373,LAC,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),1,0,0,0,0,-0.0302,0.4066,-0.0302,1,WC,closed,astroturf,Saturday,0,0.8281,0.3171,0,HOU,0,0
2024_01_LV_LAC,2024,1,2024-09-08,LV,LAC,22,10,12,1.0,0.4378641664210173,LV,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.1451,0.583,0.1451,0,REG,dome,matrixturf,Sunday,1,0.8258,0.316,0,LAC,0,0
2024_12_DAL_WAS,2024,12,2024-11-24,DAL,WAS,26,34,-8,0.0,0.5617438314882471,WAS,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,1,0.2654,0.8271,0.2654,0,REG,outdoors,grass,Sunday,1,0.825,0.3156,0,DAL,0,0
2024_05_DAL_PIT,2024,5,2024-10-06,DAL,PIT,17,20,-3,0.0,0.5563577518249713,PIT,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,-0.0049,0.5514,-0.0049,0,REG,outdoors,grass,Sunday,0,0.8127,0.3095,0,DAL,0,0
2024_08_ARI_MIA,2024,8,2024-10-27,ARI,MIA,27,28,-1,0.0,0.5533653951391592,MIA,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0835,0.6369,0.0835,0,REG,outdoors,grass,Sunday,0,0.806,0.3062,0,ARI,0,0
2024_03_BAL_DAL,2024,3,2024-09-22,BAL,DAL,25,28,-3,0.0,0.5517969346734944,DAL,55-60,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,-0.0735,0.4783,-0.0735,0,REG,closed,matrixturf,Sunday,0,0.8025,0.3045,0,BAL,0,0
2024_16_JAX_LV,2024,16,2024-12-22,JAX,LV,19,14,5,1.0,0.4502880536510982,JAX,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0925,0.5427,0.0925,0,REG,dome,grass,Sunday,0,0.7979,0.3022,0,LV,0,0
2024_15_NYJ_JAX,2024,15,2024-12-15,NYJ,JAX,25,32,-7,0.0,0.5477310200394406,JAX,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,1,-0.157,0.3908,-0.157,0,REG,outdoors,grass,Sunday,0,0.7935,0.3,0,NYJ,0,0
2024_02_SF_MIN,2024,2,2024-09-15,SF,MIN,23,17,6,1.0,0.4593325665068016,SF,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,-0.1168,0.3425,-0.1168,0,REG,dome,sportturf,Sunday,0,0.778,0.2923,0,MIN,0,0
2024_15_TB_LAC,2024,15,2024-12-15,TB,LAC,17,40,-23,0.0,0.5393787530122768,LAC,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.054,0.5934,0.054,0,REG,dome,matrixturf,Sunday,0,0.7752,0.2909,0,TB,0,0
2024_06_CIN_NYG,2024,6,2024-10-13,CIN,NYG,7,17,-10,0.0,0.5379322211621413,NYG,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,1,-0.2069,0.331,-0.2069,0,REG,outdoors,fieldturf,Sunday,0,0.772,0.2894,0,CIN,0,0
2024_09_NE_TEN,2024,9,2024-11-03,NE,TEN,20,17,3,1.0,0.4647058793856809,NE,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.1287,0.5934,0.1287,0,REG,outdoors,grass,Sunday,0,0.7664,0.2865,0,TEN,0,0
2024_04_CLE_LV,2024,4,2024-09-29,CLE,LV,20,16,4,1.0,0.4649603691302578,CLE,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,-0.0164,0.4486,-0.0164,0,REG,dome,grass,Sunday,0,0.7658,0.2863,0,LV,0,0
2024_19_WAS_TB,2024,19,2025-01-12,WAS,TB,20,23,-3,0.0,0.5308813563489891,TB,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0625,0.5934,0.0625,0,WC,outdoors,grass,Sunday,0,0.7569,0.2818,0,WAS,0,0
2024_01_MIN_NYG,2024,1,2024-09-08,MIN,NYG,6,28,-22,0.0,0.5298462956351249,NYG,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,-0.0407,0.4892,-0.0407,0,REG,outdoors,fieldturf,Sunday,0,0.7547,0.2807,0,MIN,0,0
2024_13_PHI_BAL,2024,13,2024-12-01,PHI,BAL,19,24,-5,0.0,0.5201761279370486,BAL,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0732,0.5934,0.0732,0,REG,outdoors,grass,Sunday,0,0.7343,0.2706,0,PHI,0,0
2024_06_SF_SEA,2024,6,2024-10-10,SF,SEA,24,36,-12,0.0,0.5182358218537574,SEA,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,1,-0.1551,0.3631,-0.1551,0,REG,outdoors,fieldturf,Thursday,1,0.7303,0.2686,0,SF,0,0
2024_15_GB_SEA,2024,15,2024-12-15,GB,SEA,13,30,-17,0.0,0.5164640965860351,SEA,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,-0.1098,0.4066,-0.1098,0,REG,outdoors,fieldturf,Sunday,0,0.7266,0.2667,0,GB,0,0
2024_10_PIT_WAS,2024,10,2024-11-10,PIT,WAS,27,28,-1,0.0,0.516369665589244,WAS,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0097,0.5261,0.0097,0,REG,outdoors,grass,Sunday,0,0.7264,0.2666,0,PIT,0,0
2024_07_DET_MIN,2024,7,2024-10-20,DET,MIN,29,31,-2,0.0,0.5145005760100353,MIN,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0029,0.5174,0.0029,0,REG,dome,sportturf,Sunday,1,0.7226,0.2647,0,DET,0,0
2024_11_KC_BUF,2024,11,2024-11-17,KC,BUF,30,21,9,1.0,0.4857854226006431,KC,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,0.0777,0.5635,0.0777,0,REG,outdoors,a_turf,Sunday,0,0.722,0.2644,0,BUF,0,0
2024_18_KC_DEN,2024,18,2025-01-05,KC,DEN,38,0,38,1.0,0.4867050778622929,KC,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),1,0,0,0,1,0.3091,0.7958,0.3091,1,REG,outdoors,grass,Sunday,1,0.7201,0.2635,0,DEN,0,0
2024_03_CHI_IND,2024,3,2024-09-22,CHI,IND,21,16,5,1.0,0.4878724543806487,CHI,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.0446,0.5325,0.0446,0,REG,closed,fieldturf,Sunday,0,0.7177,0.2623,0,IND,0,0
2024_09_LAC_CLE,2024,9,2024-11-03,LAC,CLE,10,27,-17,0.0,0.5094368010463288,CLE,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,-0.0522,0.4573,-0.0522,0,REG,outdoors,grass,Sunday,0,0.7122,0.2595,0,LAC,0,0
2024_04_WAS_ARI,2024,4,2024-09-29,WAS,ARI,14,42,-28,0.0,0.5080668441655106,ARI,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,1,0,0,0.1084,0.6164,0.1084,0,REG,closed,grass,Sunday,0,0.7094,0.2581,0,WAS,0,0
2024_16_SF_MIA,2024,16,2024-12-22,SF,MIA,29,17,12,1.0,0.4926258550199952,SF,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,-0.0251,0.4675,-0.0251,0,REG,outdoors,grass,Sunday,0,0.708,0.2574,0,MIA,0,0
2024_18_CIN_PIT,2024,18,2025-01-04,CIN,PIT,17,19,-2,0.0,0.5070598127543937,PIT,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,0,-0.0791,0.4279,-0.0791,0,REG,outdoors,grass,Saturday,1,0.7074,0.2571,0,CIN,0,0
2024_16_TB_DAL,2024,16,2024-12-22,TB,DAL,26,24,2,1.0,0.4933174282432556,TB,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),0,0,0,0,1,-0.1508,0.3425,-0.1508,0,REG,closed,matrixturf,Sunday,0,0.7066,0.2567,0,DAL,0,0
2024_04_MIN_GB,2024,4,2024-09-29,MIN,GB,29,31,-2,0.0,0.5065364564196875,GB,50-55,v2.0.0,qb_changed + rolling_mov_3,Platt (logistic on Elo prob + features),1,0,1,0,0,0.0449,0.5514,0.0449,1,REG,outdoors,grass,Sunday,1,0.7063,0.2566,0,MIN,0,0
